step,ts,y_real,y_linear,y_poly,y_alphabeta,y_kalman,y_naive,err_linear,err_poly,err_alphabeta,err_kalman,err_naive,err_rel_linear,err_rel_poly,err_rel_alphabeta,err_rel_kalman,err_rel_naive,w_pre_linear,w_pre_poly,w_pre_alphabeta,w_pre_kalman,w_pre_naive,w_linear,w_poly,w_alphabeta,w_kalman,w_naive,reward_linear,reward_poly,reward_alphabeta,reward_kalman,reward_naive,rank_linear,rank_poly,rank_alphabeta,rank_kalman,rank_naive,chosen_by_error,chosen_by_weight,choices_differ,decay_share,total_reward
215,2025-03-14 12:00:00,0.0679,0.078196,-0.044596,0.069833,0.075328,0.0678,0.010296,0.112496,0.001933,0.007428,0.0001,15.164107,-100.0,2.846188,10.940136,-0.147275,-49.109489,-103.124088,48.372263,-48.708029,152.569343,-49.562044,-103.686131,48.467153,-48.978102,153.759124,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
216,2025-03-14 12:30:00,0.067,0.073607,-0.037667,0.070287,0.072084,0.0679,0.006607,0.104667,0.003287,0.005084,0.0009,9.861407,-100.0,4.906041,7.588496,1.343284,-49.562044,-103.686131,48.467153,-48.978102,153.759124,-50.014599,-104.248175,48.562044,-49.248175,154.948905,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
217,2025-03-14 13:00:00,0.0654,0.071407,-0.011165,0.069765,0.067487,0.067,0.006007,0.076565,0.004365,0.002087,0.0016,9.185234,-100.0,6.674319,3.191749,2.446483,-50.014599,-104.248175,48.562044,-49.248175,154.948905,-50.467153,-104.810219,48.291971,-49.153285,156.138686,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
218,2025-03-14 13:30:00,0.0652,0.068854,0.017664,0.068324,0.061237,0.0654,0.003654,0.047536,0.003124,0.003963,0.0002,5.603637,-72.90838,4.792034,-6.078711,0.306748,-50.467153,-104.810219,48.291971,-49.153285,156.138686,-50.737226,-105.372263,48.386861,-49.605839,157.328467,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
219,2025-03-14 14:00:00,0.066,0.064889,0.036411,0.06813,0.058928,0.0652,0.001111,0.029589,0.00213,0.007072,0.0008,-1.6829,-44.832062,3.227216,-10.714549,-1.212121,-50.737226,-105.372263,48.386861,-49.605839,157.328467,-50.642336,-105.934307,48.116788,-50.058394,158.518248,1.094891,0.437956,0.729927,0.547445,2.189781,2,5,3,4,1,naive,naive,False,1.0,5.0
220,2025-03-14 14:30:00,0.0632,0.06315,0.048752,0.069043,0.061348,0.066,5e-05,0.014448,0.005843,0.001852,0.0028,-0.079114,-22.860091,9.245944,-2.929707,4.43038,-50.642336,-105.934307,48.116788,-50.058394,158.518248,-49.452555,-106.49635,47.664234,-49.963504,158.248175,2.189781,0.437956,0.547445,1.094891,0.729927,1,5,4,2,3,linear,linear,False,1.0,5.0
221,2025-03-14 15:00:00,0.0617,0.058407,0.042481,0.066525,0.055955,0.0632,0.003293,0.019219,0.004825,0.005745,0.0015,-5.336884,-31.148754,7.819655,-9.311256,2.431118,-49.452555,-106.49635,47.664234,-49.963504,158.248175,-49.357664,-107.058394,47.394161,-50.416058,159.437956,1.094891,0.437956,0.729927,0.547445,2.189781,2,5,3,4,1,naive,naive,False,1.0,5.0
222,2025-03-14 15:30:00,0.0611,0.054371,0.031827,0.064811,0.05122,0.0617,0.006729,0.029273,0.003711,0.00988,0.0006,-11.012392,-47.909619,6.073665,-16.170888,0.981997,-49.357664,-107.058394,47.394161,-50.416058,159.437956,-49.627737,-107.620438,47.489051,-50.868613,160.627737,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
223,2025-03-14 16:00:00,0.0615,0.051846,0.031845,0.064317,0.049795,0.0611,0.009654,0.029655,0.002817,0.011705,0.0004,-15.696864,-48.21926,4.581131,-19.032162,-0.650407,-49.627737,-107.620438,47.489051,-50.868613,160.627737,-49.89781,-108.182482,47.583942,-51.321168,161.817518,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
224,2025-03-14 16:30:00,0.0643,0.052107,0.039156,0.065034,0.052569,0.0615,0.012193,0.025144,0.000734,0.011731,0.0028,-18.962453,-39.104597,1.141005,-18.244043,-4.354588,-49.89781,-108.182482,47.583942,-51.321168,161.817518,-50.350365,-108.744526,48.773723,-51.591241,161.912409,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
225,2025-03-14 17:00:00,0.0653,0.056736,0.061344,0.068073,0.062943,0.0643,0.008564,0.003956,0.002773,0.002357,0.001,-13.115292,-6.058872,4.247065,-3.608752,-1.531394,-50.350365,-108.744526,48.773723,-51.591241,161.912409,-50.912409,-109.19708,48.50365,-51.49635,163.10219,0.437956,0.547445,0.729927,1.094891,2.189781,5,4,3,2,1,naive,naive,False,1.0,5.0
226,2025-03-14 17:30:00,0.0672,0.061368,0.080371,0.069641,0.070231,0.0653,0.005832,0.013171,0.002441,0.003031,0.0019,-8.678784,19.600414,3.632585,4.510173,-2.827381,-50.912409,-109.19708,48.50365,-51.49635,163.10219,-51.364964,-109.759124,48.59854,-51.766423,164.291971,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
227,2025-03-14 18:00:00,0.0662,0.068143,0.098538,0.071749,0.077293,0.0672,0.001943,0.032338,0.005549,0.011093,0.001,2.93483,48.848433,8.381962,16.757322,1.510574,-51.364964,-109.759124,48.59854,-51.766423,164.291971,-51.270073,-110.321168,48.328467,-52.218978,165.481752,1.094891,0.437956,0.729927,0.547445,2.189781,2,5,3,4,1,naive,naive,False,1.0,5.0
228,2025-03-14 18:30:00,0.0659,0.074082,0.100794,0.071068,0.075568,0.0662,0.008182,0.034894,0.005168,0.009668,0.0003,12.415998,52.950426,7.84293,14.670106,0.455235,-51.270073,-110.321168,48.328467,-52.218978,165.481752,-51.540146,-110.883212,48.423358,-52.671533,166.671533,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
229,2025-03-14 19:00:00,0.0661,0.075882,0.095766,0.070699,0.072126,0.0659,0.009782,0.029666,0.004599,0.006026,0.0002,14.799006,44.880536,6.956981,9.116284,-0.302572,-51.540146,-110.883212,48.423358,-52.671533,166.671533,-51.992701,-111.445255,48.518248,-52.941606,167.861314,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
230,2025-03-14 19:30:00,0.065,0.075082,0.090581,0.070871,0.069922,0.0661,0.010082,0.025581,0.005871,0.004922,0.0011,15.510989,39.354761,9.032077,7.571576,1.692308,-51.992701,-111.445255,48.518248,-52.941606,167.861314,-52.445255,-112.007299,48.248175,-52.846715,169.051095,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
231,2025-03-14 20:00:00,0.063,0.0707,0.0768,0.06975,0.065311,0.065,0.0077,0.0138,0.00675,0.002311,0.002,12.222222,21.905357,10.714054,3.668799,3.174603,-52.445255,-112.007299,48.248175,-52.846715,169.051095,-52.89781,-112.569343,47.978102,-52.751825,170.240876,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
232,2025-03-14 20:30:00,0.0591,0.063093,0.049121,0.067581,0.058038,0.063,0.003993,0.009979,0.008481,0.001062,0.0039,6.756103,-16.885272,14.349716,-1.796437,6.598985,-52.89781,-112.569343,47.978102,-52.751825,170.240876,-53.167883,-113.131387,47.525547,-51.562044,170.335766,0.729927,0.437956,0.547445,2.189781,1.094891,3,5,4,1,2,kalman,kalman,False,1.0,5.0
233,2025-03-14 21:00:00,0.0538,0.053829,0.018478,0.063299,0.045724,0.0591,2.9e-05,0.035322,0.009499,0.008076,0.0053,0.053107,-65.654977,17.656718,-15.011153,9.851301,-53.167883,-113.131387,47.525547,-51.562044,170.335766,-51.978102,-113.693431,47.072993,-51.832117,170.430657,2.189781,0.437956,0.547445,0.729927,1.094891,1,5,4,3,2,linear,linear,False,1.0,5.0
234,2025-03-14 21:30:00,0.049,0.040932,-0.013939,0.057342,0.029326,0.0538,0.008068,0.062939,0.008342,0.019674,0.0048,-16.465015,-100.0,17.02486,-40.150449,9.795918,-51.978102,-113.693431,47.072993,-51.832117,170.430657,-51.883212,-114.255474,46.80292,-52.284672,171.620438,1.094891,0.437956,0.729927,0.547445,2.189781,2,5,3,4,1,naive,naive,False,1.0,5.0
235,2025-03-14 22:00:00,0.0446,0.028243,-0.038664,0.051597,0.014801,0.049,0.016357,0.083264,0.006997,0.029799,0.0044,-36.675208,-100.0,15.687714,-66.81308,9.865471,-51.883212,-114.255474,46.80292,-52.284672,171.620438,-52.153285,-114.817518,46.89781,-52.737226,172.810219,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
236,2025-03-14 22:30:00,0.0409,0.014582,-0.051337,0.046041,0.004117,0.0446,0.026318,0.092237,0.005141,0.036783,0.0037,-64.346839,-100.0,12.569061,-89.934353,9.046455,-52.153285,-114.817518,46.89781,-52.737226,172.810219,-52.423358,-115.379562,46.992701,-53.189781,174.0,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
237,2025-03-14 23:00:00,0.0379,0.002843,-0.057302,0.040962,-0.001814,0.0409,0.035057,0.095202,0.003062,0.039714,0.003,-92.499058,-100.0,8.080037,-100.0,7.915567,-52.423358,-115.379562,46.992701,-53.189781,174.0,-52.693431,-115.941606,47.087591,-53.642336,175.189781,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
238,2025-03-14 23:30:00,0.0357,-0.004346,-0.051118,0.036506,-0.003439,0.0379,0.040046,0.086818,0.000806,0.039139,0.0022,-100.0,-100.0,2.258875,-100.0,6.162465,-52.693431,-115.941606,47.087591,-53.642336,175.189781,-53.145985,-116.50365,48.277372,-53.912409,175.284672,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
239,2025-03-15 00:00:00,0.0329,-0.006675,-0.038682,0.033287,-0.001425,0.0357,0.039575,0.071582,0.000387,0.034325,0.0028,-100.0,-100.0,1.175209,-100.0,8.510638,-53.145985,-116.50365,48.277372,-53.912409,175.284672,-53.59854,-117.065693,49.467153,-54.182482,175.379562,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
240,2025-03-15 00:30:00,0.0284,-0.005729,-0.01875,0.029877,-0.000319,0.0329,0.034129,0.04715,0.001477,0.028719,0.0045,-100.0,-100.0,5.199374,-100.0,15.84507,-53.59854,-117.065693,49.467153,-54.182482,175.379562,-54.051095,-117.627737,50.656934,-54.452555,175.474453,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
241,2025-03-15 01:00:00,0.0243,-0.005886,-0.004408,0.024945,-0.004874,0.0284,0.030186,0.028708,0.000645,0.029174,0.0041,-100.0,-100.0,2.655316,-100.0,16.872428,-54.051095,-117.627737,50.656934,-54.452555,175.474453,-54.613139,-117.89781,51.846715,-54.905109,175.569343,0.437956,0.729927,2.189781,0.547445,1.094891,5,3,1,4,2,alphabeta,alphabeta,False,1.0,5.0
242,2025-03-15 01:30:00,0.02,-0.008304,0.001068,0.020482,-0.010753,0.0243,0.028304,0.018932,0.000482,0.030753,0.0043,-100.0,-94.66009,2.41195,-100.0,21.5,-54.613139,-117.89781,51.846715,-54.905109,175.569343,-55.065693,-118.167883,53.036496,-55.467153,175.664234,0.547445,0.729927,2.189781,0.437956,1.094891,4,3,1,5,2,alphabeta,alphabeta,False,1.0,5.0
243,2025-03-15 02:00:00,0.0175,-0.012957,-0.002978,0.015687,-0.017351,0.02,0.030457,0.020478,0.001813,0.034851,0.0025,-100.0,-100.0,-10.362313,-100.0,14.285714,-55.065693,-118.167883,53.036496,-55.467153,175.664234,-55.518248,-118.437956,54.226277,-56.029197,175.759124,0.547445,0.729927,2.189781,0.437956,1.094891,4,3,1,5,2,alphabeta,alphabeta,False,1.0,5.0
244,2025-03-15 02:30:00,0.015,-0.017229,-0.00953,0.012726,-0.019043,0.0175,0.032229,0.02453,0.002274,0.034043,0.0025,-100.0,-100.0,-15.15767,-100.0,16.666667,-55.518248,-118.437956,54.226277,-56.029197,175.759124,-55.970803,-118.708029,55.416058,-56.591241,175.854015,0.547445,0.729927,2.189781,0.437956,1.094891,4,3,1,5,2,alphabeta,alphabeta,False,1.0,5.0
245,2025-03-15 03:00:00,0.0136,-0.020804,-0.016184,0.009886,-0.018832,0.015,0.034404,0.029784,0.003714,0.032432,0.0014,-100.0,-100.0,-27.31086,-100.0,10.294118,-55.970803,-118.708029,55.416058,-56.591241,175.854015,-56.532847,-118.978102,55.510949,-57.043796,177.043796,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
246,2025-03-15 03:30:00,0.0124,-0.021768,-0.014449,0.008239,-0.015478,0.0136,0.034168,0.026849,0.004161,0.027878,0.0012,-100.0,-100.0,-33.559865,-100.0,9.677419,-56.532847,-118.978102,55.510949,-57.043796,177.043796,-57.094891,-119.248175,55.605839,-57.49635,178.233577,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
247,2025-03-15 04:00:00,0.0114,-0.019329,-0.006269,0.006922,-0.01125,0.0124,0.030729,0.017669,0.004478,0.02265,0.001,-100.0,-100.0,-39.281325,-100.0,8.77193,-57.094891,-119.248175,55.605839,-57.49635,178.233577,-57.656934,-119.518248,55.70073,-57.948905,179.423358,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
248,2025-03-15 04:30:00,0.011,-0.01435,0.006697,0.005918,-0.00724,0.0114,0.02535,0.004303,0.005082,0.01824,0.0004,-100.0,-39.118609,-46.204366,-100.0,3.636364,-57.656934,-119.518248,55.70073,-57.948905,179.423358,-58.218978,-119.423358,55.430657,-58.40146,180.613139,0.437956,1.094891,0.729927,0.547445,2.189781,5,2,3,4,1,naive,naive,False,1.0,5.0
249,2025-03-15 05:00:00,0.0115,-0.008907,0.022898,0.005592,-0.002773,0.011,0.020407,0.011398,0.005908,0.014273,0.0005,-100.0,99.113278,-51.373316,-100.0,-4.347826,-58.218978,-119.423358,55.430657,-58.40146,180.613139,-58.781022,-119.693431,55.525547,-58.854015,181.80292,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
250,2025-03-15 05:30:00,0.0122,-0.002664,0.0404,0.006117,0.003257,0.0115,0.014864,0.0282,0.006083,0.008943,0.0007,-100.0,100.0,-49.863567,-73.306914,-5.737705,-58.781022,-119.693431,55.525547,-58.854015,181.80292,-59.233577,-120.255474,55.620438,-59.124088,182.992701,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
251,2025-03-15 06:00:00,0.0145,0.002886,0.052031,0.006858,0.009336,0.0122,0.011614,0.037531,0.007642,0.005164,0.0023,-80.098522,100.0,-52.706075,-35.614747,-15.862069,-59.233577,-120.255474,55.620438,-59.124088,182.992701,-59.686131,-120.817518,55.350365,-59.029197,184.182482,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
252,2025-03-15 06:30:00,0.0163,0.010514,0.061362,0.009515,0.018543,0.0145,0.005786,0.045062,0.006785,0.002243,0.0018,-35.49518,100.0,-41.628499,13.758141,-11.042945,-59.686131,-120.817518,55.350365,-59.029197,184.182482,-59.956204,-121.379562,54.89781,-58.934307,185.372263,0.729927,0.437956,0.547445,1.094891,2.189781,3,5,4,2,1,naive,naive,False,1.0,5.0
253,2025-03-15 07:00:00,0.0206,0.018054,0.06843,0.011727,0.026334,0.0163,0.002546,0.04783,0.008873,0.005734,0.0043,-12.361304,100.0,-43.072796,27.835177,-20.873786,-59.956204,-121.379562,54.89781,-58.934307,185.372263,-58.766423,-121.941606,54.445255,-59.20438,185.467153,2.189781,0.437956,0.547445,0.729927,1.094891,1,5,4,3,2,linear,linear,False,1.0,5.0
254,2025-03-15 07:30:00,0.0259,0.0287,0.081666,0.01633,0.038878,0.0206,0.0028,0.055766,0.00957,0.012978,0.0053,10.810811,100.0,-36.951045,50.108299,-20.46332,-58.766423,-121.941606,54.445255,-59.20438,185.467153,-57.576642,-122.50365,54.175182,-59.656934,185.562044,2.189781,0.437956,0.729927,0.547445,1.094891,1,5,3,4,2,linear,linear,False,1.0,5.0
255,2025-03-15 08:00:00,0.034,0.042136,0.103213,0.022096,0.054366,0.0259,0.008136,0.069213,0.011904,0.020366,0.0081,23.928571,100.0,-35.011867,59.899476,-23.823529,-57.576642,-122.50365,54.175182,-59.656934,185.562044,-57.481752,-123.065693,53.905109,-60.109489,186.751825,1.094891,0.437956,0.729927,0.547445,2.189781,2,5,3,4,1,naive,naive,False,1.0,5.0
256,2025-03-15 08:30:00,0.0403,0.060036,0.134459,0.030591,0.076373,0.034,0.019736,0.094159,0.009709,0.036073,0.0063,48.971996,100.0,-24.092101,89.510668,-15.632754,-57.481752,-123.065693,53.905109,-60.109489,186.751825,-57.751825,-123.627737,54.0,-60.562044,187.941606,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
257,2025-03-15 09:00:00,0.0459,0.078018,0.161534,0.037717,0.093536,0.0403,0.032118,0.115634,0.008183,0.047636,0.0056,69.973545,100.0,-17.827056,100.0,-12.200436,-57.751825,-123.627737,54.0,-60.562044,187.941606,-58.021898,-124.189781,54.094891,-61.014599,189.131387,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
258,2025-03-15 09:30:00,0.0512,0.094243,0.176644,0.043913,0.104582,0.0459,0.043043,0.125444,0.007287,0.053382,0.0053,84.06808,100.0,-14.233188,100.0,-10.351562,-58.021898,-124.189781,54.094891,-61.014599,189.131387,-58.291971,-124.751825,54.189781,-61.467153,190.321168,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
259,2025-03-15 10:00:00,0.0555,0.106961,0.179402,0.049947,0.111139,0.0512,0.051461,0.123902,0.005553,0.055639,0.0043,92.722008,100.0,-10.005518,100.0,-7.747748,-58.291971,-124.751825,54.189781,-61.467153,190.321168,-58.562044,-125.313869,54.284672,-61.919708,191.510949,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
260,2025-03-15 10:30:00,0.0591,0.115557,0.169231,0.054879,0.112912,0.0555,0.056457,0.110131,0.004221,0.053812,0.0036,95.528161,100.0,-7.142575,91.052118,-6.091371,-58.562044,-125.313869,54.284672,-61.919708,191.510949,-59.014599,-125.875912,54.379562,-62.189781,192.70073,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
261,2025-03-15 11:00:00,0.0619,0.117854,0.14846,0.05896,0.111343,0.0591,0.055954,0.08656,0.00294,0.049443,0.0028,90.393492,100.0,-4.749938,79.875934,-4.523425,-59.014599,-125.875912,54.379562,-62.189781,192.70073,-59.467153,-126.437956,54.474453,-62.459854,193.890511,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
262,2025-03-15 11:30:00,0.0649,0.115575,0.11938,0.062259,0.107321,0.0619,0.050675,0.05448,0.002641,0.042421,0.003,78.081664,83.944099,-4.070104,65.3633,-4.622496,-59.467153,-126.437956,54.474453,-62.459854,193.890511,-59.919708,-127.0,55.664234,-62.729927,193.985401,0.547445,0.437956,2.189781,0.729927,1.094891,4,5,1,3,2,alphabeta,alphabeta,False,1.0,5.0
263,2025-03-15 12:00:00,0.0673,0.110775,0.09206,0.065735,0.104191,0.0649,0.043475,0.02476,0.001565,0.036891,0.0024,64.598811,36.79029,-2.325117,54.815549,-3.566122,-59.919708,-127.0,55.664234,-62.729927,193.985401,-60.481752,-127.270073,56.854015,-63.182482,194.080292,0.437956,0.729927,2.189781,0.547445,1.094891,5,3,1,4,2,alphabeta,alphabeta,False,1.0,5.0
264,2025-03-15 12:30:00,0.0676,0.107143,0.067089,0.068769,0.101117,0.0673,0.039543,0.000511,0.001169,0.033517,0.0003,58.495351,-0.756603,1.729255,49.581751,-0.443787,-60.481752,-127.270073,56.854015,-63.182482,194.080292,-61.043796,-127.175182,56.583942,-63.635036,195.270073,0.437956,1.094891,0.729927,0.547445,2.189781,5,2,3,4,1,naive,naive,False,1.0,5.0
265,2025-03-15 13:00:00,0.0679,0.101507,0.047143,0.069748,0.093664,0.0676,0.033607,0.020757,0.001848,0.025764,0.0003,49.495056,-30.570534,2.72211,37.944488,-0.441826,-61.043796,-127.175182,56.583942,-63.635036,195.270073,-61.605839,-127.445255,56.678832,-64.087591,196.459854,0.437956,0.729927,1.094891,0.547445,2.189781,5,3,2,4,1,naive,naive,False,1.0,5.0
266,2025-03-15 13:30:00,0.0667,0.094871,0.034206,0.070464,0.085956,0.0679,0.028171,0.032494,0.003764,0.019256,0.0012,42.236025,-48.717063,5.643659,28.869954,1.7991,-61.605839,-127.445255,56.678832,-64.087591,196.459854,-62.058394,-128.007299,56.773723,-64.357664,197.649635,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
267,2025-03-15 14:00:00,0.0634,0.086668,0.02516,0.069622,0.075837,0.0667,0.023268,0.03824,0.006222,0.012437,0.0033,36.70009,-60.31567,9.813894,19.617179,5.205047,-62.058394,-128.007299,56.773723,-64.357664,197.649635,-62.510949,-128.569343,56.868613,-64.627737,198.839416,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
268,2025-03-15 14:30:00,0.0589,0.075039,0.005448,0.066468,0.061006,0.0634,0.016139,0.053452,0.007568,0.002106,0.0045,27.401164,-90.750124,12.848501,3.575173,7.640068,-62.510949,-128.569343,56.868613,-64.627737,198.839416,-62.963504,-129.131387,56.59854,-63.437956,198.934307,0.547445,0.437956,0.729927,2.189781,1.094891,4,5,3,1,2,kalman,kalman,False,1.0,5.0
269,2025-03-15 15:00:00,0.0559,0.060004,-0.019845,0.061831,0.043396,0.0589,0.004104,0.075745,0.005931,0.012504,0.003,7.340915,-100.0,10.609603,-22.368164,5.366726,-62.963504,-129.131387,56.59854,-63.437956,198.934307,-62.868613,-129.693431,56.328467,-63.890511,200.124088,1.094891,0.437956,0.729927,0.547445,2.189781,2,5,3,4,1,naive,naive,False,1.0,5.0
270,2025-03-15 15:30:00,0.0562,0.044982,-0.037958,0.058489,0.031255,0.0559,0.011218,0.094158,0.002289,0.024945,0.0003,-19.9606,-100.0,4.072587,-44.38543,-0.533808,-62.868613,-129.693431,56.328467,-63.890511,200.124088,-63.138686,-130.255474,56.423358,-64.343066,201.313869,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
271,2025-03-15 16:00:00,0.0567,0.036229,-0.035912,0.058634,0.031985,0.0562,0.020471,0.092612,0.001934,0.024715,0.0005,-36.104812,-100.0,3.410872,-43.589023,-0.881834,-63.138686,-130.255474,56.423358,-64.343066,201.313869,-63.408759,-130.817518,56.518248,-64.79562,202.50365,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
272,2025-03-15 16:30:00,0.0577,0.034068,-0.01762,0.05946,0.038582,0.0567,0.023632,0.07532,0.00176,0.019118,0.001,-40.95692,-100.0,3.050159,-33.132593,-1.733102,-63.408759,-130.817518,56.518248,-64.79562,202.50365,-63.861314,-131.379562,56.613139,-65.065693,203.693431,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
273,2025-03-15 17:00:00,0.0577,0.036961,0.012993,0.060805,0.047719,0.0577,0.020739,0.044707,0.003105,0.009981,0.0,-35.943303,-77.481487,5.381624,-17.297928,0.0,-63.861314,-131.379562,56.613139,-65.065693,203.693431,-64.313869,-131.941606,56.708029,-65.335766,204.883212,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
274,2025-03-15 17:30:00,0.0583,0.043432,0.046125,0.061218,0.053624,0.0577,0.014868,0.012175,0.002918,0.004676,0.0006,-25.502328,-20.884133,5.005275,-8.021292,-1.02916,-64.313869,-131.941606,56.708029,-65.335766,204.883212,-64.875912,-132.394161,56.80292,-65.605839,206.072993,0.437956,0.547445,1.094891,0.729927,2.189781,5,4,2,3,1,naive,naive,False,1.0,5.0
275,2025-03-15 18:00:00,0.0589,0.052346,0.076268,0.061989,0.058531,0.0583,0.006554,0.017368,0.003089,0.000369,0.0006,-11.126607,29.488042,5.243866,-0.626403,-1.018676,-64.875912,-132.394161,56.80292,-65.605839,206.072993,-65.328467,-132.956204,56.532847,-64.416058,206.167883,0.547445,0.437956,0.729927,2.189781,1.094891,4,5,3,1,2,kalman,kalman,False,1.0,5.0
276,2025-03-15 18:30:00,0.0598,0.06035,0.096777,0.062808,0.062133,0.0589,0.00055,0.036977,0.003008,0.002333,0.0009,0.919732,61.834612,5.029694,3.901588,-1.505017,-65.328467,-132.956204,56.532847,-64.416058,206.167883,-64.138686,-133.518248,56.080292,-64.686131,206.262774,2.189781,0.437956,0.547445,0.729927,1.094891,1,5,4,3,2,linear,linear,False,1.0,5.0
277,2025-03-15 19:00:00,0.0604,0.064979,0.109551,0.063842,0.065358,0.0598,0.004579,0.049151,0.003442,0.004958,0.0006,7.580416,81.375123,5.698585,8.207896,-0.993377,-64.138686,-133.518248,56.080292,-64.686131,206.262774,-64.408759,-134.080292,56.175182,-65.138686,207.452555,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
278,2025-03-15 19:30:00,0.0601,0.066104,0.108247,0.064589,0.067156,0.0604,0.006004,0.048147,0.004489,0.007056,0.0003,9.989304,80.110987,7.4696,11.739765,0.499168,-64.408759,-134.080292,56.175182,-65.138686,207.452555,-64.678832,-134.642336,56.270073,-65.591241,208.642336,0.729927,0.437956,1.094891,0.547445,2.189781,3,5,2,4,1,naive,naive,False,1.0,5.0
279,2025-03-15 20:00:00,0.0599,0.065804,0.091837,0.064392,0.065737,0.0601,0.005904,0.031937,0.004492,0.005837,0.0002,9.855712,53.3173,7.499224,9.744462,0.33389,-64.678832,-134.642336,56.270073,-65.591241,208.642336,-65.131387,-135.20438,56.364964,-65.861314,209.832117,0.547445,0.437956,1.094891,0.729927,2.189781,4,5,2,3,1,naive,naive,False,1.0,5.0
280,2025-03-15 20:30:00,0.0577,0.064661,0.07102,0.064153,0.063454,0.0599,0.006961,0.01332,0.006453,0.005754,0.0022,12.06363,23.085017,11.184048,9.972638,3.812825,-65.131387,-135.20438,56.364964,-65.861314,209.832117,-65.583942,-135.766423,56.094891,-65.766423,211.021898,0.547445,0.437956,0.729927,1.094891,2.189781,4,5,3,2,1,naive,naive,False,1.0,5.0
281,2025-03-15 21:00:00,0.0538,0.061061,0.049297,0.061844,0.055971,0.0577,0.007261,0.004503,0.008044,0.002171,0.0039,13.495751,-8.369187,14.951194,4.03456,7.249071,-65.583942,-135.766423,56.094891,-65.766423,211.021898,-66.036496,-136.036496,55.532847,-64.576642,211.116788,0.547445,0.729927,0.437956,2.189781,1.094891,4,3,5,1,2,kalman,kalman,False,1.0,5.0
